obsDate,Latitude,Longitude,voyageID,locationID,memoType,memoText
1768-03-23 13:00,49.2667,-22.0,1180,57319,weatherReport,"Winds today du S 1/4 SE au SSE, currently blowing gros frais to the SSE. Weather notes: Couvert."
1768-03-24 13:00,49.4833,-22.4667,1180,57320,weatherReport,"Winds today du SSE au SE, currently blowing gros frais to the SE."
1768-03-25 14:00,49.2833,-23.2667,1180,57321,weatherReport,"Winds today du SE, currently blowing gros frais to the SE."
1768-03-26 13:00,48.75,-20.4833,1180,57322,weatherReport,"Winds today du S au SSE, currently blowing gros frais to the SSE. Weather notes: Pluvieux, today's precipitation was Pluie Sea conditions: Houleuse."
1768-03-27 13:00,49.0,-17.5,1180,57323,weatherReport,"Winds today du S 1/4 SO au SO, currently blowing a la cappe to the SW. Weather notes: Beau temps Sea conditions: Houleuse."
1768-03-28 13:00,49.4667,-13.4667,1180,57324,weatherReport,Winds today du SO 1/4 S au O. Weather notes: Beau temps Sea conditions: Houleuse.
1768-03-29 13:00,48.6,-8.91667,1180,57325,weatherReport,"Winds today du N au NO, currently blowing bon frais to the NW."
1767-10-12 13:00,44.9333,-9.81667,1180,57326,weatherReport,"Winds today du NNE au ENE, currently blowing bon frais to the ENE. Sea conditions: Houleuse."
1767-10-13 13:00,43.1833,-13.2167,1180,57327,weatherReport,"Winds today du E au SE, currently blowing bon petite frais to the SE. Weather notes: Beau temps."
1767-10-14 13:00,39.9167,-15.35,1180,57328,weatherReport,"Winds today du N au NNE, currently blowing bon frais to the NNE. Weather notes: Par grains Sea conditions: Un peu houleuse."
1767-10-15 13:00,37.1333,-17.2333,1180,57329,Landmark,Sighted Porto Santo to the au SSO 59 S
1767-10-15 13:00,37.1333,-17.2333,1180,57329,weatherReport,"Winds today du N au NNE et NE, currently blowing bon frais to the NNE. Weather notes: Un peu couvert."
1767-10-16 13:00,36.2667,-18.7667,1180,57330,Landmark,Sighted Porto Santo to the S 1/4 SE
1767-10-16 13:00,36.2667,-18.7667,1180,57330,weatherReport,"Winds today du N au NNE et NE, currently blowing bon frais to the NNE. Weather notes: Un peu couvert."
1767-10-17 13:00,32.8833,-19.1167,1180,57331,weatherReport,"Winds today au NE, currently blowing bon petite frais to the NE. Weather notes: Couvert."
1767-10-18 13:00,30.3667,-21.65,1180,57332,weatherReport,"Winds today du NE au ENE, currently blowing bon petite frais to the ENE. Weather notes: Beau temps et couvert."
1767-10-19 14:00,29.2167,-23.5833,1180,57333,weatherReport,"Winds today au NE, currently blowing bon petite frais to the NE."
1767-10-20 14:00,28.5,-24.9,1180,57334,weatherReport,"Winds today du E au SE, currently blowing petite frais to the SE."
1767-10-21 14:00,28.25,-25.6333,1180,57335,weatherReport,"Winds today du SSE au O, currently blowing petite frais to the W. Weather notes: Beau temps Sea conditions: Belle."
1767-10-22 14:00,28.3667,-26.0667,1180,57336,weatherReport,"Winds today du SO au OSO, currently blowing bon petite frais to the WSW. Weather notes: Beau temps Sea conditions: Belle."
1767-10-23 14:00,27.0833,-26.3167,1180,57337,weatherReport,"Winds today du O 1/4 SO au N, currently blowing trés petite frais to the N."
1767-10-24 14:00,26.7,-27.1333,1180,57338,weatherReport,"Winds today du E au ESE, currently blowing petite frais to the ESE. Weather notes: Beau temps Sea conditions: Belle."
1767-10-25 14:00,25.9167,-28.5667,1180,57339,weatherReport,"Winds today au E, currently blowing petite frais to the E. Weather notes: Beau temps Sea conditions: Un peu houleuse."
1767-11-03 15:00,17.2167,-47.0833,1180,57340,weatherReport,"Winds today du ESE, currently blowing bon petite frais to the ESE. Weather notes: Beau temps."
1768-02-27 16:00,23.0833,-65.1333,1180,57341,weatherReport,"Winds today du NE au E 1/4 NE, currently blowing gros frais to the E1/4NE."
1768-02-28 16:00,24.7,-66.2167,1180,57342,weatherReport,"Winds today du NE au NE 1/4 E, currently blowing gros frais to the NE1/4E. Sea conditions: Houleuse."
1768-02-29 16:00,26.2167,-67.1667,1180,57343,weatherReport,"Winds today du NE au NE 1/4 E, currently blowing bon frais to the NE1/4E."
1768-03-01 16:00,27.7,-67.4333,1180,57344,weatherReport,"Winds today du ENE au NE 1/4 E, currently blowing petite frais to the NE1/4E. Weather notes: Beau temps Sea conditions: Belle."
1768-03-02 16:00,28.45,-66.5167,1180,57345,weatherReport,Winds today du E 1/4 SE au SE.
1768-03-03 16:00,29.2,-64.8167,1180,57346,weatherReport,"Winds today du S au SE, currently blowing petite frais to the SE."
1768-03-04 16:00,30.2,-61.9833,1180,57347,weatherReport,"Winds today du SO au OSO, currently blowing bon frais to the WSW."
1768-03-05 16:00,30.55,-60.3667,1180,57348,Landmark,Sighted La Bermude to the au N
1768-03-05 16:00,30.55,-60.3667,1180,57348,weatherReport,"Winds today au NO, currently blowing bon petite frais to the NW."
1768-03-08 15:00,34.2667,-52.05,1180,57350,weatherReport,"Winds today du S au S 1/4 SE, currently blowing gros frais to the S1/4SE."
1768-03-09 15:00,36.0333,-48.0,1180,57351,weatherReport,"Winds today du SSO au OSO, currently blowing bon frais to the WSW. Weather notes: Pluvieux, today's precipitation was Pluie Sea conditions: Houleuse."
1768-03-10 15:00,37.3333,-45.15,1180,57352,weatherReport,"Winds today au SO, currently blowing bon frais to the SW. Sea conditions: Houleuse."
1768-03-11 15:00,39.0,-42.3833,1180,57353,weatherReport,"Winds today du NNO au NO, currently blowing bon frais to the NW. Weather notes: Pluvieux, today's precipitation was Pluie Sea conditions: Houleuse."
1768-03-12 15:00,39.7167,-40.2667,1180,57354,weatherReport,"Winds today du SSE au SE, currently blowing bon frais to the SE."
1768-03-13 15:00,40.8167,-40.8667,1180,57355,weatherReport,"Winds today du SE, currently blowing bon frais to the SE. Weather notes: Pluvieux et par grain, today's precipitation was Pluie Sea conditions: Houleuse."
1768-03-14 15:00,42.3,-38.8167,1180,57356,weatherReport,"Winds today au SE, currently blowing gros frais to the SE. Weather notes: Pluvieux , today's precipitation was Pluie."
1764-09-03 15:00,41.7667,-40.8333,1182,57359,weatherReport,"Winds today au SSE, currently blowing bon frais to the SSE. Sea conditions: Belle."
1764-09-04 15:00,42.1833,-38.6333,1182,57360,weatherReport,"Winds today au SE, currently blowing bon frais to the SE. Sea conditions: Grosse."
1764-09-05 14:00,43.05,-36.9333,1182,57361,weatherReport,"Winds today du S, currently blowing gros frais to the S. Sea conditions: Dure et clapoteuse."
1764-09-07 14:00,44.1333,-36.35,1182,57363,weatherReport,"Winds today au NE, currently blowing presque calme to the NE."
1764-09-08 14:00,45.3333,-34.7833,1182,57364,weatherReport,"Winds today au SE et SSE, currently blowing petite frais to the SE. Sea conditions: Belle."
1764-09-09 14:00,45.15,-30.9833,1182,57365,weatherReport,"Winds today au S, currently blowing gros frais to the S. Sea conditions: Peu grosse."
1764-09-10 14:00,45.5333,-27.1333,1182,57366,weatherReport,"Winds today au SSO, currently blowing gros frais to the SSW. Sea conditions: Trés grosse."
1764-09-11 14:00,45.9333,-23.7667,1182,57367,weatherReport,"Winds today du N au O, currently blowing bon frais to the W. Sea conditions: Houleuse."
1764-08-25 16:00,33.9167,-60.1,1182,57368,weatherReport,"Winds today du OSO, currently blowing fraicheur to the WSW."
1764-08-26 16:00,35.0833,-58.25,1182,57369,weatherReport,"Winds today au ONO, currently blowing peu frais to the WNW."
1764-08-27 16:00,35.8167,-56.7833,1182,57370,weatherReport,"Winds today du OSO au NNO, currently blowing par grains to the NNW."
1764-08-28 16:00,36.8,-55.5667,1182,57371,weatherReport,"Winds today depuis SSO jusqué au NNO, currently blowing calme to the NNW."
1764-08-29 16:00,37.9,-54.0833,1182,57372,weatherReport,"Winds today du SO au NO, currently blowing calme to the NW."
1764-10-01 15:00,39.0833,-50.05,1182,57374,weatherReport,"Winds today du SO, currently blowing gros frais to the SW. Sea conditions: Peu grosse."
1764-09-01 15:00,39.8667,-47.4667,1182,57375,weatherReport,"Winds today du SSO au SE, currently blowing variable to the SE. Sea conditions: Belle."
1764-09-02 15:00,41.2167,-44.05,1182,57376,weatherReport,"Winds today au SSE, currently blowing gros frais to the SSE. Sea conditions: Grosse."
1764-08-24 16:00,33.6,-60.5667,1182,57377,weatherReport,"Winds today du NO, currently blowing bon frais to the NW."
1764-06-18 13:00,43.95,-11.1333,1182,57378,Landmark,Sighted Le Cap Ortegal to the au S 1/4 SE
1764-06-18 13:00,43.95,-11.1333,1182,57378,weatherReport,"Winds today au SO, currently blowing variable to the SW."
1764-06-19 13:00,43.3167,-13.1,1182,57379,weatherReport,"Winds today du SSE au SSO, currently blowing bon frais to the SSW."
1764-06-20 13:00,43.0833,-14.6667,1182,57380,weatherReport,"Winds today du SSO au SO, currently blowing trés gros frais to the SW. Weather notes: Brumeux Sea conditions: Grosse."
1764-06-21 13:00,42.2333,-15.2833,1182,57381,weatherReport,"Winds today du SE au NO, currently blowing tres variable to the NW. Weather notes: Malé de grains."
1764-06-22 13:00,41.05,-16.2333,1182,57382,weatherReport,"Winds today du SO au NNE, currently blowing petite frais to the NNE. Weather notes: Beau temps Sea conditions: Belle."
1764-06-23 13:00,39.3833,-17.6,1182,57383,weatherReport,"Winds today au NE, currently blowing joly frais to the NE. Weather notes: Beau temps Sea conditions: Belle."
1764-06-24 13:00,37.3167,-19.4667,1182,57384,weatherReport,"Winds today du NE au NO, currently blowing bon frais to the NW. Weather notes: Beau temps Sea conditions: Belle."
1764-06-25 13:00,35.9833,-20.9,1182,57385,weatherReport,"Winds today du NNO au ONO, currently blowing variable to the WNW. Sea conditions: Peu grosse."
1764-06-26 13:00,34.2333,-21.8167,1182,57386,weatherReport,"Winds today du ONO au N, currently blowing trés gros frais to the N. Weather notes: Malé de grains, today's precipitation was Pluie."
1764-06-27 13:00,32.8667,-22.2167,1182,57387,weatherReport,"Winds today du NO au ONO, currently blowing petite frais to the WNW. Sea conditions: Grosse et houleuse."
1764-06-28 14:00,31.6333,-23.15,1182,57388,weatherReport,"Winds today du NNO au NNE, currently blowing petite frais to the NNE. Sea conditions: Belle."
1764-06-29 14:00,30.5167,-25.15,1182,57389,weatherReport,"Winds today du NE, currently blowing joly frais to the NE."
1764-07-30 14:00,29.3333,-27.6167,1183,57390,weatherReport,Winds today du NE au ENE. Weather notes: Beau temps Sea conditions: Belle.
1764-07-01 14:00,28.3,-29.7,1183,57391,weatherReport,"Winds today du NE au E. Weather notes: Malé de grains, today's precipitation was Pluie."
1764-07-02 14:00,27.1833,-31.6333,1183,57392,weatherReport,Winds today au NE. Weather notes: Beau temps Sea conditions: Belle.
1764-07-03 14:00,26.0333,-33.6833,1183,57393,weatherReport,Winds today au NE. Weather notes: Beau temps.
1764-07-04 14:00,24.8833,-35.95,1183,57394,weatherReport,Winds today au ENE. Weather notes: Beau temps Sea conditions: Belle.
1764-07-05 15:00,23.5167,-38.45,1183,57395,weatherReport,"Winds today au NE, currently blowing bon frais to the NE. Weather notes: Malé de grains."
1764-07-06 15:00,22.0167,-40.5167,1183,57396,weatherReport,Winds today au E. Weather notes: Beau temps.
1764-07-07 15:00,20.6333,-42.8667,1183,57397,weatherReport,"Winds today au E et ESE. Weather notes: Malé de grains, today's precipitation was Pluie."
1764-07-08 15:00,19.05,-45.4833,1183,57398,weatherReport,"Winds today au ESE, currently blowing gros frais to the ESE. Weather notes: Par grains."
1764-07-09 15:00,17.0,-47.7,1183,57399,weatherReport,"Winds today au E, currently blowing gros frais to the E. Sea conditions: Grosse."
1764-07-10 15:00,16.1,-50.35,1183,57400,weatherReport,"Winds today au NE, currently blowing bon frais to the NE."
1764-07-11 15:00,14.3667,-52.0667,1183,57401,weatherReport,"Winds today au NE, currently blowing petite frais to the NE. Sea conditions: Clapoleuse."
1764-07-12 16:00,14.2333,-54.8,1183,57402,weatherReport,"Winds today au E, currently blowing petite frais to the E."
1764-07-13 16:00,14.4,-57.3,1183,57403,weatherReport,"Winds today au E, currently blowing bon frais to the E. Sea conditions: Grosse."
1764-07-14 16:00,14.5,-60.2667,1183,57404,weatherReport,"Winds today au E, currently blowing variables to the E. Weather notes: Par grains."
1764-07-15 16:00,14.6,-61.08,1183,57405,OtherRem,Mouillé dans la Rade du fort Royal
1764-07-15 16:00,14.6,-61.08,1183,57405,weatherReport,"Winds today au E. Weather notes: Par grains, today's precipitation was Pluie."
1764-08-12 17:00,22.0,-74.5667,1183,57406,OtherRem,Depart du Cap
1764-08-14 17:00,24.55,-74.0667,1183,57408,weatherReport,"Winds today au E et ESE, currently blowing petite frais to the E."
1764-08-15 17:00,25.4167,-72.6833,1183,57409,weatherReport,Winds today au SE.
1764-08-16 17:00,26.4667,-71.2667,1183,57410,weatherReport,"Winds today au SE et ESE, currently blowing petite frais to the SE."
1764-08-17 17:00,27.7667,-70.0333,1183,57411,weatherReport,"Winds today au ESE, currently blowing grains to the ESE."
1764-08-18 17:00,29.3833,-69.0667,1183,57412,weatherReport,Winds today du E au SE.
1764-06-14 12:00,46.0333,-3.33667,1183,57413,OtherRem,Depart de Rochefort pour la Martinique
1764-06-14 12:00,46.0333,-3.33667,1183,57413,weatherReport,"Winds today du N au NNE, currently blowing petite frais to the NNE. Weather notes: Beau temps Sea conditions: Belle."
1764-06-15 13:00,45.0667,-8.03333,1183,57414,weatherReport,"Winds today du N au NNE, currently blowing petite frais to the NNE. Weather notes: Beau temps."
1764-08-19 17:00,30.4333,-67.7333,1183,57415,weatherReport,"Winds today du E au ESE, currently blowing peu frais to the ESE. Sea conditions: Clapoleuse."
1764-08-20 16:00,31.9167,-67.05,1183,57416,weatherReport,"Winds today au E, currently blowing presque calme to the E."
1764-08-22 16:00,33.15,-65.2333,1183,57418,weatherReport,"Winds today au SSO, currently blowing petite frais to the SSW. Sea conditions: Belle."
1764-08-23 16:00,33.65,-62.65,1183,57419,weatherReport,"Winds today au SSO, currently blowing joly frais to the SSW."
1764-09-12 13:00,45.2667,-20.6333,1183,57420,weatherReport,"Winds today du NO au O, currently blowing bon frais to the W. Sea conditions: Grosse."
1764-09-13 13:00,45.2167,-16.0,1183,57421,weatherReport,"Winds today du O au NO, currently blowing gros frais to the NW. Sea conditions: Trés grosse."
1764-09-14 13:00,46.1667,-13.3333,1183,57422,weatherReport,"Winds today du OSO au NO, currently blowing bon frais to the NW. Sea conditions: Grosse."
1764-09-15 13:00,46.7,-9.43333,1183,57423,weatherReport,"Winds today du NO au SO, currently blowing trés violent to the SW."
1764-09-16 12:00,46.7167,-5.23333,1183,57424,OtherRem,a 9 hs mouille d'anthioche
